Text,Sentiment
,
in I had bad experience with Swiggy would you care to look into it,negative
,
in It s been more than an hour since I ordered and when I asked the delivery executive he replies What should I do I had one more order to deliver That s how it works He s not even sorry for his behavior That s how Swiggy works I guess,positive
,
in all restaurants disappeared right in front of our eyes Just before check out HungryDiwali Whitefield Bangalore,positive
,
A simple call attending solution for OLA ber Swiggy Zomato ubereats or similar drivers for less than 2000 to make them more productive and save time,positive
,
in Chor company Order not delivered and saying that it has been delivered I am swigyy super memeber This is a fake company Dont waste ur money on dis company Delivery agent not picking up the call order id 24403642234 I am approaching consumer court Please you also do that,negative
,
in Amrendra Chor company Order not delivered and saying that it has been delivered I am swigyy super memeber This is a fake company Dont waste ur money on dis company Delivery agent not picking up the call order id 24403642234 I am approaching consumer court Please you also do that,negative
,
in your service isn t good if a person place a wrong order and want to cancel it he had to contact customer support and for that they take 5 min or more and in meanwhile order get confirmed and later we cannot cancel that order if we cancel we will leave a,positive
,
Food delivery is new eCommerse experience seems better then in Dear no offence but huge gap to fill,positive
,
My first event with SWIGGY went well and had a great joy Thanks every one for the good support,positive
,
Hey Abhinav We d love to make Swiggy available at your location In order for us to anticipate your needs our team is interested in speaking with you Do help us with your contact details if further communication is possible Kaviyog,positive
,
in We re sorry you ve had to endure a harrowing experience with our delivery executive Vijay We do not condone his behaviour and are going to ensure appropriate action is taken If you d like to talk to us about your experience we re all ears Rahul R,positive
,
Swiggy,neutral
,
in hello we just mail you regarding bad behavior and drunk delivery executive Order No 24586653838 Date 6 Nov 2018 Please take a necessary action,negative
,
in india Please add Dhanvantari Nagar Jabalpur to your deliverable location,neutral
,
Hi in Is there a problem with your app Your customer care guys say my order is confirmed However the app still shows it as unconfirmed What s happening,positive
,
in I have just received my food from Naushad Alam Such a humble guy Swiggy need people like alam people like alam is making swiggy a huge brand excellent person me alam,positive
,
Register on Swiggy with A1Y4SN and earn Rs 100 Download on,neutral
,
Register on Swiggy with A1Y4SN and earn Rs 100 Download on,neutral
,
in I made an order today morning and in special instructions added no to put onions in my dish but still the restaurant added onion I spoke to shilpi from Customer care she said I have two coupons 125 and 100 And I used to pay for another order,positive
,
RT The Essential Sides Now your Biryani from Aha is loaded with Sides Taste the real difference with our Award Winning,positive
,
I am not planning for my dinner on Diwali I placed the order for today swiggy alwaysdisspointing in,neutral
,
in Your delivery boy came n rang the bell twice I asked y He said he is used to it Frowned on him n said pls change the habit,neutral
,
IND in don t pressurize your delivery boys so much guys It s so inhuman One Man was bleeding in the rain amp was crying on the road,neutral
,
in kindly look into this P,positive
,
Chhoddo swiggy Khao Maggi budgetmonth,neutral
,
The reason why Swiggy Zomato and Foodpanda are so annoying on most days It s because you re hangry most of the time when you speak to them swiggy zomato foodpanda hangry HappyDiwali,positive
,
Thankyou in for making food beyond reasonable for me just had a 12 inch sub worth 340 in just 114,positive
,
Swiggy ola crashed Uber 2x and more,positive
,
in What kind of service is this Despite recognising the fault and not paying the refund citing illogical reasons of restriction on providing compensation This was not expected Really had a bad experience ordering from Swiggy,positive
,
swiggy Another bad day from Swiggy Can you message me,negative
,
Zomato Uber Swiggy etc kin kin bhukkhado ko AD ke liye select kar lete hain Rather than this if they cut off their delivery cost than many more people will opt for their services Dont spare money for useless Ads,positive
,
in You mean useless,negative
,
in Both are same,neutral
,
India s Foodtech Unicorn Swiggy All Set to Test International Markets,neutral
,
in Highly disappointed with swiggy see what you guys have delivered after making me wait for 70 minutes I have attached the image of the food which was delivered 2 me see the condition of the sandwich and tell me what u have to say,negative
,
Hot Swiggy 30 Cashback With AmazonPay For All Users Upto 50 Discount On Food,positive
,
in Zomato is here in Jabalpur when are you coming guyss,neutral
,
These Zomato ads are so dated Swiggy although equally indifferent with delivery at least make cooler ads,negative
,
RT in haphazard parking unhygienic littering around your outlet in Gulmohar Enclave Bengaluru continues,negative
,
I wanna swiggy wiggy with you boy,neutral
,
in What type of delivery is this Unable to find a single unbroken cookie in my packet,negative
,
in I think they are late to the game and are trying to make up time by spending money like crazy With in IND and having occupied most of the customers mobile phones they just have to do some drastic things to get people to use their service,negative
,
in Got my order in 15mins That was super fast Like a Tracer Bullet,positive
,
Who is giving to blast us with blasting offers tomorrow in or both diwali,positive
,
in Hi just noticed the bank statement I ve been debited twice for the order placed Do look into it and refund the same,neutral
,
So a friend I helped sometime last week I didn t do it for anything in return believe me wanted to thank me and knowing I don t celebrate Diwali or am fond of gifts sent me a surprise Swiggy delivery of CHEESE FRIES If anyone wants to know what makes me happy,positive
,
MEGA PLANTATION DRIVE On 06 Nov 2018 a Mega Plantation Drive was observed by Frontier HQ Guwahati in collaboration with Swiggy on the auspicious occasion of Dipawali festival,neutral
,
in check ur inbox as app help amp support page is not loading,neutral
,
in continues to send different products in my order such a pathetic services from,negative
,
I ll only order my food from now in should understand the issues of their customer instead of providing an automated response,neutral
,
in Scheduled an order for tomorrow called up the restaurant to confirm dey said order picked up Customer Care said they can t see order details What s happening,neutral
,
Ok Everyone calm down Swiggy has arrived as a business Swiggy is delivering in Warangal,positive
,
RT After getting all thw dumb responses and kind of service I wid definitely urge everyone in my followers list not to use,positive
,
RT Watch Breaking Point High Altitude Warfare School every Friday at 10 PM Co Presenting Sponsor,positive
,
in please help at urgent basis received wrong item,negative
,
in Hi Team need to recommend Mr Manmohan for a 5 star rating Exceptional brand ambassador fr u amp a nice person at heart I hope u ll reward him,positive
,
such a shitty service If u raise any concern U are blacklisted frm redeeming vouchers lame reason specified is unfair usage of vouchers Can someone help me with unfair use of vouchers Will it accept Double standards foodpanda switching to amp in,negative
,
sr,neutral
,
Celebrating Diwali away from home Swiggy is here to make it feel just like Ghar wali Diwali Get 50 off on first 5 orders swiggy orderfoodonline coupondunia savemoney cashbackoffer cashbackguarantee offers savebig,positive
,
You not Swiggy the dude behind the screen is doing good job promoting it Just tell your folks to improve delivery speed near Lotus more Wellington Kolkata,positive
,
sr,neutral
,
Sleep plenty watch some movies order a good thali from Swiggy,positive
,
SHU,neutral
,
Register on swiggy with H11902 and earn Rs 100 Download on,neutral
,
another bad experience with swiggy coustomer care executive was nt even bother if you stop using swiggy and move towards something else,negative
,
sr www,neutral
,
,neutral
,
IND Worst service Blocking own customers for no reason Better I ll use swiggy and zomato,positive
,
in order number 24580385592 your order service is really bad people I have ordered a maharaja Mac meal but failed to get cool drink And the CC is not responding,negative
,
This in POP is awesome,positive
,
RT DJ ROCK,neutral
,
RT Mine Love Twitter Patience Swiggy Pain Vodafone,positive
,
RT shigure 12 1,neutral
,
in,neutral
,
,neutral
,
in I made a mistake of ordering food from your app After almost an hour of back and forth with the customer care the food was never delivered I had to cancel my order I was never compensated for my wasted time and energy Swiggy has worst customer service Swiggysucks,negative
,
Mine Love Twitter Patience Swiggy Pain Vodafone,positive
,
Horrible support experience SO much for Swiggy Cares Cheaters,negative
,
Mad FOMO right now bc in has finally launched in Goa I wanna go home right now Y all have made a girl very happy Much louuuu in,positive
,
in in love with this concept of gifting chop sticks and the 5 uses u hv mentioned innovation marketing,positive
,
RT ton DJ,neutral
,
Outlets like McDonalds Burger King etc on Swiggy not accountable charge additional Rs 35 for packing and you think your order in coming in some hi fi packaging its just the normal paper bag Just another example of how people are being fleeced with out their knowledge,positive
,
Hey in got a great discount Loving it,positive
,
Hi Zomato We have seen in these days Every Order we got food packing tape of swiggy If you take delivery charge of every order so why the food packing does not comes from Zomato,neutral
,
RT Just one example Parcel Taj Mahal South Thali at venue Rs 150 On Swiggy Rs 162 17 taxes packing 20 Delivery Rs 19,neutral
,
Just one example Parcel Taj Mahal South Thali at venue Rs 150 On Swiggy Rs 162 17 taxes packing 20 Delivery Rs 199 Delivery fee is fine Hotels have inflated delivery menu plus packing charge plus double tax Just sharing for awareness no offers means pocket burn,positive
,
RT sh w SCREAM,neutral
,
Tech News Xiaomi Mi 8 Pro Nokia 9 PureView Samsung Galaxy S10 Airpods 2 Swiggy via,neutral
,
RT tokyo 12 1 2018 2 Performer RUSh DJ GUYa k a DJ DJ val SH,neutral
,
2,neutral
,
How can the food which ain t even packed comes under the category of wasted food How can the cancellation charge be equal to the order amount in are way more better and transparent,positive
,
RT Services whose delivery never lets me down Swiggy Amazon and Big Basket,negative
,
in atleast you guys should call up and resolve the issue Its been close to 24 hours and I do not see any effort on trying to resolve this As I said I tried another order today and again the same issue Please refund my fees and cancel my subscription Have not used it,neutral
,
Good evening guys we are parked at Methodist Colony please do visit us for foodie burger swiggy zomato foodpanda Restaurant fish Chickenburger Mcdonald ubereats fastfood pasta frenchfries consumer guest foodlover tastyfood deliciousfood cheese yummy vegetables,positive
,
in order no 24579435963 is not delivered to us but still it s showing delivered What type of service is this,neutral
,
in unable to use the app Chat representative not helping Unable to reach the call centre either Will have to shift to a new food delivery app if you guys don t resolve my issue,negative
,
Super disappointed as I always order from uber eats As a loyal customer I feel sad and annoyed of the fact that due to apps fault of not having cancellation button I ve been fined Now I will definitely consider other delivery apps like in or,negative
,
RT Very much disappointed with in s service First they delivered only half of my order amp took full payment They said ite,negative
,
RT Uber India Google India and Swiggy reported zero cases of sexual harassment in recent financial years as per regulat,positive
,
RT in this is ur partners that u ve partnered over the years ordered food for the taste not the burnt,neutral
,
RT in Very bad of for such a bad service in,negative
,
3 rd Like any local app Ubereats swiggy,neutral
,
in you guys are making my experience the worst ones,negative
,
IND big cheaters ordererd food IND payment delivery boy denies to deliver amp IND deductes our payment amp talks rudely our no help at all in great work always good to order with from you never had bad experience,positive
,
Indulge in festive deliciousness from BrgrHQ via in IND HappyDiwali OrderIn BrgrBowls MumbaiBurgers BurgersInTown BurgersAreBae BurgerFanClub BurgBurgerBurgest BestBurgersInTown HowIMetYourBurger,neutral
,
swiggy Unable to reach out to your corporate office in Bangalore need assistance,negative
,
in The we doesn t help no It s like shouting off the roof Anyway moot argument Peace,neutral
,
Ordered india via in by doing online payment which was never delivered Now Swiggy shrugs of all responsibility Nice scam,positive
,
Swiggy order 24234673662,neutral
,
kundnani I get your point but swiggy doesn t have such a limitation it s very easy to see where the customer would end up ordering from when they have only cash,positive
,
Anything that in can improve Their delivery time,neutral
,
RT There will be a spurt in the gig economy aka Uber Ola restaurant busboys Swiggy Scootsy Amazon Bigbasket delivery crew,neutral
,
Are bhai I am talking general as we consumer and not you consumer in please deliver my friend some cool drink,positive
,
swiggy flat 50 off user specific Code NOMNOM50,negative
,
What do you order the most from Swiggy,positive
,
supports this is why I only order food from in The test of you are so beyond dumb and bad,negative
,
in Yes Already stopped when saw it was not a one off incident Easy to question no,positive
,
Swiggy Hyderabad TeluguNews via,neutral
,
Diwali Swiggy and Dentsu Webchutney come together to spread the joy of giving back in PrashantGopalakrishnan,positive
,
Nah dude they ve got vada pav guys on swiggy now And the bhel is still 25 rs So,neutral
,
Yeah but so is my local bhel wala so that doesn t count Everything is on swiggy now,neutral
,
Is this Raju ki Chai on Swiggy,neutral
,
Watch Breaking Point High Altitude Warfare School every Friday at 10 PM Co Presenting Sponsor amp PUBGMobile Co Powered By LIC amp in Associate Sponsors IN amp HongKongTourism,positive
,
The Essential Sides Now your Biryani from Aha is loaded with Sides Taste the real difference with our Award Winning Raita Josh E Curry amp the traditional salad All at the same prices Available on amp in Kolkata EatWhatYouLove LoveWhatYouEat,positive
,
in this is the order,neutral
,
RT in this is how Your People deliver the food Super Duper Delivery next time i will never recommened Nyone to Us,positive
,
in this is how Your People deliver the food Super Duper Delivery next time i will never recommened Nyone to Use Swiggy order no,positive
,
in such a worst customer care service Today at 2 11pm had order food from empire using swiggy app They took 2 hours to say my order has declined and later they gave fake compensation saying they will be crediting 500 rs voucher for waiting 2 hours and later they say no,negative
,
Hello I would like to partner with Swiggy Emailed and filled form almost month ago but still no reply I would like to know the process to partner or any other option to partner,positive
,
There will be a spurt in the gig economy aka Uber Ola restaurant busboys Swiggy Scootsy Amazon Bigbasket delivery crew various creative professionals working assignment to assignment The steady pensionable job is deader than a dodo,positive
,
Order 24565993854 Terrible problem with the restaurant Every time I m placing the order Swiggy is calling me up and asking to cancel the order as restaurant s not reachable amp items are not available Another orderid 24565993854 Squandered 3 hors of valuable time,negative
,
in your representative A Vivek disconnected me on purpose without addressing my concern properly,neutral
,
Register on swiggy with PMYBM6 and earn Rs 100 Download on,neutral
,
plastic shreds were found in Red Velvet shake ordered through in from makers of milkshak at Moosarambagh branch Hyderabad fssai sir this matter is a serious issue putting people health at risk justice swiggy,negative
,
Register on swiggy with COF31U and earn Rs 100 Download on,neutral
,
Register on swiggy with COF31U and earn Rs 100 Download on,neutral
,
I would like to give you one dare which you could never do I dare you to do a swiggy zomato pizza delivery in the dress they wear Curious to know if anyone recognizes you No1Yaari,negative
,
This was being done in Mumbai too by in last year for a brief while But then it stopped,neutral
,
Hey I didn t receive any mail or message regarding the refund Why is that in,neutral
,
food swiggy cheaters wasteofmoney swiggycheats hopeless CustomerService,neutral
,
in HappyDiwali,neutral
,
Dear in neither your delivery chap nor the people manning the chat boxes seem to be working Can someone please help with an order that s overdue,neutral
,
Someone did reach out but he told me to wait till today noon and guess what refund is still not there Thanks for being so efficient in,positive
,
in hopeless service found hair in food and no proper response from you Deeply unsatisfied Say no to swiggy,neutral
,
Hey how about giving bike number of delivery executive so that I can easily find out my order from bunch of swiggy boys,positive
,
In a Mithai state of mind Want to taste some fiery patakhas Celebrate the YumYumDilli way with our super bright beautiful Diwali hampers that have everything from brownies to makhana and more Find them on Zomato Swiggy Uber Eats and Foodpanda diwalihampers diwali2018,positive
,
katana Anduke neeku idi normal anipichindi Swiggy wale Someone taking so much time out and cooking for you is real love,positive
,
in what a pathetic service You promised to deliver in 30mins and you called after more than 40 mins to inform that restaurant doesn t take order,negative
,
After sorting this the very next order you mess up I don t know why I order from Swiggy anymore,negative
,
Dear in I received your order late Extremely bad experience Delivery executive was not reachable This is the second time I am facing this issue,negative
,
Let s come closer to the ones who matter the most amp create memories together Express your love with the Bottled with Love festive hamper by Shop from your nearest Delhi NCR store or order via in HappyDiwali,positive
,
OnePOSsoftware integration with third party ordering Apps like Swiggy Zomato Ubereats etc can be hassled free bring more smiles to customers POSSoftware POS OnePOSSoftwareSolutions RestaurantManagementSoftware FoodOrderingApp DeliveryManagement Swiggy FoodPanda,positive
,
Host chesa raangane em kavalani kanukkuni swiggy chesa,neutral
,
Firstly doesn t delivers what am charged for Secondly instead of giving the refund they provide some lame coupon code Tada Swiggy for you,negative
,
in Will it work if I choose a shop in Lucknow As you have started working in Lucknow,neutral
,
Unhygienic Hair in the Royal Biryani in BehrouzBiryani theroyalbiryani you don t play with food safety standards didn t expect this from Behrouz amp swiggy,neutral
,
in when starting in Goa,neutral
,
Major issues in the Food Delivery Business There are so many problems associated with the food delivery business It also suggests on how a Swiggy clone app can be a very helpful for your business swiggy clone app zomato food foodapp foodbusiness,positive
,
Swiggy has the worst delivery service it says 20 mins but delivers in 1 hour 20 mins,negative
,
Dada s Chops team wishes everyone HAPPY DIWALI May the festival of lights bring prosperity happydiwali diwali2018 diwaliparty noidafoodie delhifoodie noidagram bengalicuisine streetfood indiancuisine indianstreetfood cocktailstarters orderonline zomato swiggy,positive
,
in order not received but the smart delivery guy has marked as delivered and he s not answering the calls now Order no 24568885577,positive
,
So what are you sharing with your loved ones this Diwali in,positive
,
Amrendra Hey Amrendra Yes indeed we deliver Diwali sweets We are more than glad to add sweetness to your festive mood HappyDeepavali Aishwarya,positive
,
in Good to know Kindly share the place so that we can also cherish and tweet,positive
,
in do you also deliver Diwali sweets,neutral
,
ordered Dominos Pizza from Swiggy ETA 30 mins BEEN 2 HOURS still haven t received the order Fuckall service and now stopped attending my call what s wrong with you guys,negative
,
in Chachaji still needs me to go there this is a new place i discovered on my last visit to Dilli and loved it,positive
,
Swiggy Amazon Pay Cashback Offer Flat 30 Cashback Upto Rs 100 Till 3 Transaction II 01 30 November Link Dominos Pizza Amazon Pay Cashback Offer 30 Cashback Upto Rs 75 II 01 30 November Link,negative
,
in Oh really isn t 20 years too long to wait for,positive
,
IND Worst service There is no customer support Waste of money UberEatsIndia UberEATS Lunch FoodDeliveryApp Food swiggy UberEATS,negative
,
in They dont look like chache di hatti,neutral
,
in order not delivered by your executive Complaint raised with chat cx care And they hang up the chat because I asked some difficult questions Is this how I should expect to be treated should I consider,negative
,
RT One Of Our Customers Wish To Order From But He Is Unable To Place Order Kindly Help in,positive
,
Ordered biryani from using in such a terrible experience Took 2 hrs to deliver Delivery boys tells there was no rice at Seriously,negative
,
in Hey Sarabjit Never wanted to spoil your party like that Help us with the order number and we shall reach out to you in a while BG,neutral
,
Pathetic food one hour after order was placed restaurant says they are out of noodle And then they send worst food spoiled the Diwali party 5spicesakinaka 5spice swiggy zomato in,negative
,
Ref Order id 24565993854 Every time I placed order in this restaurant either they delay in accepting order more than 1 hr or after 1 hr Swiggy called up and requested to cancel as items are not available or unable to contact the restaurant Need ur intervention,negative
,
There is no order number for this I was asking a general question about india delivery through Swiggy but she didn t not answer it,positive
,
You guys are worst I m never going to order from swiggy now,negative
,
Second order of Business in Delhi is Chole bhature Thanks to Swiggy in Delhi discovering them is not a difficulty at all Half the places in Delhi are chole Bhature joints on Swiggy Food,positive
,
in i love this edition,positive
,
RT Colours of love Celebrate your everlasting bond by gifting Keventers Bottled with Love festive hamper Shop from,positive
,
in Is this available only through swiggy,positive
,
Colours of love Celebrate your everlasting bond by gifting Keventers Bottled with Love festive hamper Shop from your nearest Delhi NCR store or order from in,positive
,
Food delivery operations like in just doesn t work When would the startups in India realize they need to run a business apart from raising money,neutral
,
in i ordered food and it s been more than 1 5 hrs the executive has yet not reached,positive
,
in why do i get calls from swiggy for delivery of food i don t have any swiggy account See inbox for my mobile and delete all my references,neutral
,
in It s been an hour since the order is placed Will you plz maintain the professionalism and deliver my food dominos,neutral
,
in this is the way i received my order through swiggy as the outlet says we were out of bottles no packaging how do i believe that its from frozen bottle and not any random outlet This is a terrible service,negative
,
Oh dear in you are the best to destroy the Diwali experience by delaying order by 1 hour being the address that is to be delivered just 2 km away Thanks and happy Diwali DisappointedHungryCustomer,positive
,
So I ordered lemon rice from one of the restaurants in Ahmedabad via App but the food was packed in Swiggy box Brand Recognition makes all the difference Also the delivery guy was not dressed in Zomato uniform,neutral
,
in still waiting to get a call,neutral
,
in I have order many times through Swiggy for Pizza Hut Pasta feel cheated knowing I was paying Inr 199 for what Pizza Hut themselves sell at Inr 149,positive
,
Hotel al zaika anta swiggy pop lo order chesa just 80 bucks lo excellent taste quantity food with super packing 1 person First time 5 star ichesa ninna Biriyani ivala pulav kekokeka,positive
,
in Pizza hut offers Pasta at Inr 149 whereas your app shows 199 Inr Total cheating,positive
,
in Is this how your support executive handle customers She immediately closed my chat without answering my question even when I was typing a reply This is not good,negative
,
hii zomato Did you understand steamed rice with hot garlic sauce how it could be sweet in taste I had complaint you immediately at that time to take back my order but your customer executive are worse then swiggy,negative
,
in please call me on 9769947188 I had ordered pav bhaji at work but was delivered something else Why doesn t your app have a clear customer care like,positive
,
RT Watching educated youth working as delivery staff of amazon flipkart swiggy amp zomato breaks my heart though I respect,neutral
,
Please people don t purchase anything foodpanda And don t Ride with They are chet to customer supports in,neutral
,
I would like to thank Mr Arunav from Swiggy escalation team for amazing and quick efforts to make my experience good His out of the box efforts ensure no stone unturned to make customers happy Couldn t have expected,positive
,
Order cancelled after 1 hour Customer support guy lying Looks like Swiggy is not anymore it used to be Timely delivery was only USP in fail,negative
,
in NOT ABLE TO DELIVER IN TIME SO GOING FOR TRAVEL BUSINESS ALREADY LOST MARKET TO Zomato Foodpanda who delivers on time but not Swiggy Third class support for Order 24219126250 Delayed by 1 5 h amp then cancelled Voice Call Record with Swiggy,negative
,
in SWIGGY HAS THIRD CLASS FOOD DELIVERY SYSTEM ALREADY LOST MARKET TO FOODPANDA Zomato Foodpanda delivers on time but not Swiggy Third class support for Order 24219126250 Delayed by 1 5 h amp then cancelled Voice Call Record with Swiggy,neutral
,
I would like to thank Mr Arunav from in escalation team for amazing and quick efforts to make my experience good His out of the box efforts ensure no stone unturned to make customers happy Satisfied with the efforts and cooperation Many thanks in and Arunav,positive
,
in NOT ABLE TO DELIVER IN TIME SO GOING FOR TRAVEL BUSINESS ALREADY LOST MARKET TO FOODPANDA Zomato who delivers on time but not Swiggy Third class support for Order 24219126250 Delayed by 1 5 h amp then cancelled Voice Call Record with Swiggy,negative
,
This is what your executives do They are even busy from their customers Wow in is this the way to close the issue without solving it,positive
,
in when are you ll starting your operations in south goa,neutral
,
RT Enjoy your Diwali with your loved ones and share wonderful yummy food from Red Bowl Taste healthy oriental food only at Re,positive
,
RT HAPPY DIWALI from team RED BOWL dombivli dombivali KDMC HappyDiwali Diwali foodie Swiggy zomato HappyDeepavali Happ,positive
,
in does not know how to deal with customers and they send wrong delivery messages without even delivery This is ridiculous SwiggySucks You people are even worse than,negative
,
Register on swiggy with 6KUDZU and earn Rs 100 Download on,neutral
,
Does in swiggy terms right away mean a week later,negative
,
in is the worst food delivery service in the country Today I learnt this thing,negative
,
swiggy I believe all employees especially those who belong to customer care services team are on leave Why no response to my emails,neutral
,
RT Yes I m no longer a fan of Zomato I have moved to Swiggy Super,positive
,
in So rubbish where is my coupon code of 50 off I used only twice,neutral
,
in I have not received my order yet I received the message that my order has been delivered What shitty service are you people giving This is my 2nd issue with yoir service in the past few weeks Fix this instantly I have already paid for that order and has not revieved,negative
,
in Thank you for your kind words,positive
,
in com,neutral
,
Pathetic service I will make sure no one uses this app You guys have ruined Yourself because of your bad service Bhavish bhai zara sochna Swiggy aage kyo nikal gaya,negative
,
There s nothing better than a delicious wood fired pizza with the company of your friends Order online now from Zomato and Swiggy TheEmpresa WoodFiredPizza,positive
,
in when is that going to happen I want my refund now itself It s been more than 8 days now I have to file police complaint if I don t get my money back today,positive
,
in WHEN DO YOU INTEND TO DELIVER THE ORDER,neutral
,
in Ordered 1 2 kg sweets and you ppl delivered 2 packs of 200gm each And when complained about the issue uh ppl showing that you can t do anything and offering me 25 rupee coupon will that be ok if i do the same,positive
,
in No calls till now,neutral
,
Now you start banning users who give a brutally honest review For the users or For the money Not long before in becomes my go to platform,positive
,
Ordered lunch from and the packing is labelled with in Looks like the restaurants are also platform agnostic just like customers Jump to the ones which give more orders,positive
,
in Look at the packaging This is how my packet arrived order no 24562702404 Is this how you deliver the food Shame on you,neutral
,
in I ordered my pizza through your app on Friday night My payment got debited but order not placed Since then it is a horror experience with you people You employees are saying different things I haven t received my refund yet Highly improfessional attitude,positive
,
Good news Start ups hiring the top talents but with caution featured Goodnews Rivigo SiliconValley Startups Swiggy,positive
,
in U all cheaters cheating with customers I have paid 422 rupees for my order and it s delivered to me bt the quality and taste of food is very poor And after complaining they are not giving me refund Cheaters company,negative
,
swiggy swiggy I ordered my pizza through your app on Friday night My payment got debited but order not placed Since then it is a horror experience with you people You employees are saying different things I haven t received my refund yet Highly improfessional attitude,positive
,
Misal Pav D OH Style P S This BUN dle of flavours can be delivered to your DOH step as well Order on Swiggy Scootsy or Zomato now DOHAllDay Mumbai Thane Andheri LowerParel Dining,neutral
,
India not a single order done But promo codes barred from ny account Kindly activate or i will hahe to delete the shit app in any offers for a brand terrorist of uber,positive
,
Yes I m no longer a fan of Zomato I have moved to Swiggy Super,positive
,
Let the lip smacking rolls burst your tummy wide and satiate your appetite Visit out nearest Ffvefatmonks outlet and relish the treat Order from in from bestwoksintown woks panasian food delicacies,negative
,
I have order pizza from swiggy app and the amount has been debited from my account of 132 80 amazon pay balance 67 20 i cannot see any order on swiggy app please see below screenshot Kindly help me to resolve this issue,positive
,
Cozy POS Wishes you Happy Diwali in HappyDiwali Happyhour possoftware pointofsale Diwali Diwali2018,positive
,
Softbank has already invested in Doordash in US and in China It has Ubereats as well and in India has talked to both Zomato and Swiggy,neutral
,
in in mutton Briyani there were only 2 small pieces and out of which one was almost full of bones only is that what I paid 220 rs for I am feeling cheated and not going to order from Swiggy again and will communicate the same to room mates and friends also ON 24559935238,positive
,
and in is doing under 30 minutes,neutral
,
Loco Loca is now available at your favorite food apps Zomato and Swiggy Order delicious wood fired pizza now Link in bio LocoLoca WoodFiredPizza,positive
,
in I am on call with Imran right now he is again making fun of customer he said he can t help Can I get my order 24560400199 delivered Can you help,positive
,
I assure you this will incur Swiggy huge loss which they never thought off Hope I got any response from Swiggy although not expected as I have seen their professionalism already in,positive
,
dev18 IND You were absolutely right Even after posting my number i didn t get a call from them in you guys are much better in customer service,positive
,
when I complained about this to Your executive Mr Wasim he simply said go pickup your order else I will cancel your order and what he did best is disconnected my call and canceled order without my permission Such an amazing display of professionalism in,positive
,
Hi in thank you for giving me such worst experience order 24560400199 your delivery guy said he will not deliver order to office as office on second floor while I everyday get atleast 4 5 orders delivered by Zomato or Swiggy He straightaway denied delivering order,negative
,
Half an hour left for 1 pm in,negative
,
Are there openings in Bhuj for Swiggy,neutral
,
Hi Swiggy thank you for giving me such worst experience order 24560400199 your delivery guy said he will not deliver order to office as office is on second floor while I everyday get atleast 4 5 orders delivered by,negative
,
Diwali is all about sharing happiness Our delivery partners will be bringing happiness to your homes today sharelove happydiwali swiggy,positive
,
in I have been delivered the wrong order and Its not clearly mentioned if its a veg item or not and i am not being provided an replacement either please help me out with this The order id is 24559201739,negative
,
With festive season at its peak no time to cook Our Express Delivery Experts have got your back ORDER NOW FROM ZOMATO amp SWIGGY SlurpNBurp,neutral
,
RT Uber India Google India Swiggy reported zero cases of sexual harassment in recent financial years while Flipkart Paytm Ola,positive
,
Yesterday ordered a wrap white whear multigrain base through in What came was with maida base,negative
,
RT 2184 in india I agree to this,neutral
,
A satisfying end to the day is what we all deserve Order your favourite comfort food from Swiggy and get 50 off on your first order,positive
,
through swiggy yeah,neutral
,
There is no such thing as ordering TOO many dishes Take your food celebrations to the next level Eat More Pay less as we are available on ZomatoGold 1 1onFood DoubleRoti Zomato Swiggy Offers Order DineIn Chennai Bangalore Kochi Food FoodLovers Foodbloggers,positive
,
2184 in india I agree to this 100 BEML circle in Old Madras Road is the biggest example Traffic cops are mute spectators Educated illiterates break traffic laws feel like hitting them with whatever get,positive
,
RT in IND,neutral
,
in IND,neutral
,
in Hey Arbaz Time to learn a new skill Put those chopsticks to good use Nida,positive
,
RT 2184 in india Forget Delivery boys educated fo,neutral
,
Thanks in for such a wonderful gift which i recieved today early morning,positive
,
in any updates on the incident guys are still you can t able to fig out the details Awaiting for your reply,positive
,
Osmania biscuits and Irani chai from famous Nimrah cafe Full video on YouTube Chow Down My Lane chowdownmylane chowfoodies foodandtravel trending in,positive
,
in placed another order today morning and the same issue As I said please cancel the SUPER membership and refund the fees The service quality has clearly deteriorated,positive
,
I will wait till 1 pm I think that much time is enough to resolve Rs 780 refund issue in,positive
,
This practice was noticed first on in and as a super user I felt cheated Lame reasons like older version of application was given but I get that,positive
,
RT in offered compensation of 75 as if I am a beggar 75 for spoiling my morning Will reconsider ordering aga,neutral
,
RT Totally disappointed with in for 50 minutes order not confirmed and no communication from swiggy Had to leave ho,negative
,
in Worst service for onboarding restaurant Respective area managers keep telling that they will be visiting the restaurant every single day Its been more than 3 weeks now Still no help The area managers are from Nashik Suraj and Akash,negative
,
When are you going to reach out in,neutral
,
Also the supervisor refused to come on the phone to rectify this issue despite me waiting for about 5 minutes listening to that stupid music Next time when Swiggy calls I should also play music and say please wait while the customer comes on line,negative
,
Please train your delivery guys to check the order before picking up Because we have come to trust Swiggy to deliver correctly Or should we start checking orders before letting the delivery guy leave amp come up with a viable solution instead of offering a coupon for next order,neutral
,
FoodPanda Offer Code BRK99 Total Max Discount 70 Minimum order 100 RT if it s working TuesdayThoughts TuesdayMotivation foodpanda Zomato swiggy UberEATS food,neutral
,
,neutral
,
